cluster_rank,cluster_text,cluster_context_count,cluster_unique_posts,cluster_unique_authors,cluster_total_context_exposure,weighted_mean_gap_equal,weighted_mean_gap_timing_author_trajectory,max_gap_timing_author_trajectory,mean_riskset_size,max_riskset_size,mean_shown_count,mean_zero_share,max_zero_share,worst_context_id,worst_context_gap_timing_author_trajectory,worst_context_total_y,worst_context_riskset_size,worst_context_shown_count,worst_context_viewer_mode,worst_context_bucket,worst_context_feed_uri,worst_context_window_start_utc,worst_context_window_end_utc,sample_rank,post_uri,post_url,author_did,author_handle,record_created_at,indexed_at,first_seen_captured_at_utc,first_seen_feed_uri,first_seen_bucket,raw_text,total_exposure,shown_context_count,context_count,first_monitored_delay_minutes,mean_age_hours,min_age_hours,max_age_hours
20,post the: last movie you saw 🎬 last game you played 🎮 last show you watched 🖥 last song you listened to 🎶,5,8,8,3.00598,0.679993,0.243542,0.387296,5.2,8,1.4,0.679762,0.875,5195,0.387296,1.404539,6,3,unauth,popular_by_likecount,at://did:plc:inryethr5hci6ka2nz26zxmg/app.bsky.feed.generator/aaaaieaxm5v3y,2026-03-20T11:00:00Z,2026-03-20T11:10:00Z,2,at://did:plc:uomnib4h3epwsq7dmtuewem3/app.bsky.feed.post/3mhidzq3dps2u,https://bsky.app/profile/did:plc:uomnib4h3epwsq7dmtuewem3/post/3mhidzq3dps2u,did:plc:uomnib4h3epwsq7dmtuewem3,userlessx.bsky.social,2026-03-20T10:53:38.906Z,2026-03-20T10:53:45.452Z,2026-03-20T11:00:32Z,at://did:plc:inryethr5hci6ka2nz26zxmg/app.bsky.feed.generator/aaaaieaxm5v3y,popular_by_likecount,"post the:
last movie you saw 🎬 
last game you played 🎮
last show you watched 🖥
last song you listened to 🎶",1.0,1,3,6.7758,2.883637,0.272526,5.105859
20,post the: last movie you saw 🎬 last game you played 🎮 last show you watched 🖥 last song you listened to 🎶,5,8,8,3.00598,0.679993,0.243542,0.387296,5.2,8,1.4,0.679762,0.875,5195,0.387296,1.404539,6,3,unauth,popular_by_likecount,at://did:plc:inryethr5hci6ka2nz26zxmg/app.bsky.feed.generator/aaaaieaxm5v3y,2026-03-20T11:00:00Z,2026-03-20T11:10:00Z,3,at://did:plc:pvyqmwj3ghnzpdvsmowvhd2t/app.bsky.feed.post/3mhidnqfpwk22,https://bsky.app/profile/did:plc:pvyqmwj3ghnzpdvsmowvhd2t/post/3mhidnqfpwk22,did:plc:pvyqmwj3ghnzpdvsmowvhd2t,bethnyas.bsky.social,2026-03-20T10:46:56.595Z,2026-03-20T10:47:05.450Z,2026-03-20T11:00:32Z,at://did:plc:inryethr5hci6ka2nz26zxmg/app.bsky.feed.generator/aaaaieaxm5v3y,popular_by_likecount,"post the:
last movie you saw 🎬 
last game you played 🎮
last show you watched 🖥 
last song you listened to 🎶",0.215338,1,3,13.4425,2.99539,0.384279,5.217612
20,post the: last movie you saw 🎬 last game you played 🎮 last show you watched 🖥 last song you listened to 🎶,5,8,8,3.00598,0.679993,0.243542,0.387296,5.2,8,1.4,0.679762,0.875,5195,0.387296,1.404539,6,3,unauth,popular_by_likecount,at://did:plc:inryethr5hci6ka2nz26zxmg/app.bsky.feed.generator/aaaaieaxm5v3y,2026-03-20T11:00:00Z,2026-03-20T11:10:00Z,4,at://did:plc:4hxxd5dkdcida3ntz3byi2fv/app.bsky.feed.post/3mhgmqdx62c2l,https://bsky.app/profile/did:plc:4hxxd5dkdcida3ntz3byi2fv/post/3mhgmqdx62c2l,did:plc:4hxxd5dkdcida3ntz3byi2fv,wearyxresponse.bsky.social,2026-03-19T18:24:08.403Z,2026-03-19T18:24:15.155Z,2026-03-19T18:33:04Z,at://did:plc:inryethr5hci6ka2nz26zxmg/app.bsky.feed.generator/aaaaieaxm5v3y,popular_by_likecount,"Post the:
Last Movie you saw 🎬 
Last Game you played 🎮
Last Show you watched 🖥
Last Song you listened to 🎶",0.208015,1,5,18.4141,14.230999,0.430999,21.597666
20,post the: last movie you saw 🎬 last game you played 🎮 last show you watched 🖥 last song you listened to 🎶,5,8,8,3.00598,0.679993,0.243542,0.387296,5.2,8,1.4,0.679762,0.875,5195,0.387296,1.404539,6,3,unauth,popular_by_likecount,at://did:plc:inryethr5hci6ka2nz26zxmg/app.bsky.feed.generator/aaaaieaxm5v3y,2026-03-20T11:00:00Z,2026-03-20T11:10:00Z,5,at://did:plc:hn6rcuorkb326lvbx65ywi7z/app.bsky.feed.post/3mhhvlbxjck25,https://bsky.app/profile/did:plc:hn6rcuorkb326lvbx65ywi7z/post/3mhhvlbxjck25,did:plc:hn6rcuorkb326lvbx65ywi7z,spacehippieface.bsky.social,2026-03-20T06:35:01.937Z,2026-03-20T06:35:07.252Z,2026-03-20T06:53:54Z,at://did:plc:inryethr5hci6ka2nz26zxmg/app.bsky.feed.generator/aaaaieaxm5v3y,popular_by_likecount,"Post the:
Last Movie you saw 🎬 
Last Game you played 🎮
Last Show you watched 🖥
Last Song you listened to 🎶",0.2,1,4,18.7791,5.499462,0.416129,9.416129
21,trump take food,1,2,2,0.178104,0.5,0.240797,0.240797,2.0,2,1.0,0.5,0.5,6109,0.240797,0.178104,2,1,unauth,longtail_random,at://did:plc:tk6bkjdozskzgb47umfelfpq/app.bsky.feed.generator/aaaps55jlevxe,2026-03-20T14:50:00Z,2026-03-20T15:00:00Z,1,at://did:plc:xfjlu7iu6xl7uyi4wybbgx3z/app.bsky.feed.post/3mhiqeivhms2b,https://bsky.app/profile/did:plc:xfjlu7iu6xl7uyi4wybbgx3z/post/3mhiqeivhms2b,did:plc:xfjlu7iu6xl7uyi4wybbgx3z,djinnandtonic.bsky.social,2026-03-20T14:34:25.384Z,2026-03-20T14:34:27.057Z,2026-03-20T14:41:53Z,at://did:plc:tk6bkjdozskzgb47umfelfpq/app.bsky.feed.generator/aaaps55jlevxe,longtail_random,Trump take Food,0.178104,1,1,16.399,0.426282,0.426282,0.426282
21,trump take food,1,2,2,0.178104,0.5,0.240797,0.240797,2.0,2,1.0,0.5,0.5,6109,0.240797,0.178104,2,1,unauth,longtail_random,at://did:plc:tk6bkjdozskzgb47umfelfpq/app.bsky.feed.generator/aaaps55jlevxe,2026-03-20T14:50:00Z,2026-03-20T15:00:00Z,2,at://did:plc:6gbrqi6dom7ohug4x36vn75r/app.bsky.feed.post/3mhip54m6jc2w,https://bsky.app/profile/did:plc:6gbrqi6dom7ohug4x36vn75r/post/3mhip54m6jc2w,did:plc:6gbrqi6dom7ohug4x36vn75r,mrdobalina.bsky.social,2026-03-20T14:12:23.874Z,2026-03-20T14:12:22.357Z,2026-03-20T14:22:50Z,at://did:plc:tk6bkjdozskzgb47umfelfpq/app.bsky.feed.generator/aaaps55jlevxe,longtail_random,Trump take food,0.0,0,1,10.4354,0.793368,0.793368,0.793368
22,featured: jess 🔗 free onlyfans:,26,4,1,11.56382,0.360346,0.235663,0.285567,2.4615,4,1.4615,0.358974,0.666667,12600,0.285567,0.72767,2,2,unauth,popular_by_likecount,at://did:plc:db645kt5coo7teuoxdjhq34x/app.bsky.feed.generator/aaabhdlko25om,2026-03-21T16:00:00Z,2026-03-21T16:10:00Z,1,at://did:plc:db645kt5coo7teuoxdjhq34x/app.bsky.feed.post/3mhlex4jmo327,https://bsky.app/profile/did:plc:db645kt5coo7teuoxdjhq34x/post/3mhlex4jmo327,did:plc:db645kt5coo7teuoxdjhq34x,realnsfw.social,2026-03-21T15:48:04.191Z,2026-03-21T15:48:05.586Z,2026-03-21T15:50:05Z,at://did:plc:db645kt5coo7teuoxdjhq34x/app.bsky.feed.generator/aaabhdlko25om,popular_by_likecount,"Featured: Jess

🔗 Free Onlyfans: https://onlyfans.com/jessie_ca_xo/c304",4.819917,16,26,1.9902,9.006528,0.198836,23.865502
22,featured: jess 🔗 free onlyfans:,26,4,1,11.56382,0.360346,0.235663,0.285567,2.4615,4,1.4615,0.358974,0.666667,12600,0.285567,0.72767,2,2,unauth,popular_by_likecount,at://did:plc:db645kt5coo7teuoxdjhq34x/app.bsky.feed.generator/aaabhdlko25om,2026-03-21T16:00:00Z,2026-03-21T16:10:00Z,2,at://did:plc:db645kt5coo7teuoxdjhq34x/app.bsky.feed.post/3mhmjtcsnnx2u,https://bsky.app/profile/did:plc:db645kt5coo7teuoxdjhq34x/post/3mhmjtcsnnx2u,did:plc:db645kt5coo7teuoxdjhq34x,realnsfw.social,2026-03-22T02:48:05.005Z,2026-03-22T02:48:05.878Z,2026-03-22T02:50:36Z,at://did:plc:db645kt5coo7teuoxdjhq34x/app.bsky.feed.generator/aaabhdlko25om,popular_by_likecount,"Featured: Jess

🔗 Free Onlyfans: https://onlyfans.com/jessie_ca_xo/c304",3.389713,10,10,12.0187,7.515276,1.69861,12.865276
22,featured: jess 🔗 free onlyfans:,26,4,1,11.56382,0.360346,0.235663,0.285567,2.4615,4,1.4615,0.358974,0.666667,12600,0.285567,0.72767,2,2,unauth,popular_by_likecount,at://did:plc:db645kt5coo7teuoxdjhq34x/app.bsky.feed.generator/aaabhdlko25om,2026-03-21T16:00:00Z,2026-03-21T16:10:00Z,3,at://did:plc:db645kt5coo7teuoxdjhq34x/app.bsky.feed.post/3mhjyamomz22b,https://bsky.app/profile/did:plc:db645kt5coo7teuoxdjhq34x/post/3mhjyamomz22b,did:plc:db645kt5coo7teuoxdjhq34x,realnsfw.social,2026-03-21T02:28:04.739Z,2026-03-21T02:28:06.373Z,2026-03-21T02:30:50Z,at://did:plc:gubz4tshaforp55ft5squhz6/app.bsky.feed.generator/aaaewoprn7squ,popular_by_likecount,"Featured: Jess

🔗 Free Onlyfans: https://onlyfans.com/jessie_ca_xo/c304",2.092331,10,26,7.2771,22.339709,13.532017,37.198684
22,featured: jess 🔗 free onlyfans:,26,4,1,11.56382,0.360346,0.235663,0.285567,2.4615,4,1.4615,0.358974,0.666667,12600,0.285567,0.72767,2,2,unauth,popular_by_likecount,at://did:plc:db645kt5coo7teuoxdjhq34x/app.bsky.feed.generator/aaabhdlko25om,2026-03-21T16:00:00Z,2026-03-21T16:10:00Z,4,at://did:plc:db645kt5coo7teuoxdjhq34x/app.bsky.feed.post/3mhns2r7uom2m,https://bsky.app/profile/did:plc:db645kt5coo7teuoxdjhq34x/post/3mhns2r7uom2m,did:plc:db645kt5coo7teuoxdjhq34x,realnsfw.social,2026-03-22T14:48:04.672Z,2026-03-22T14:48:05.351Z,2026-03-22T14:50:02Z,at://did:plc:geoqe3qls5mwezckxxsewys2/app.bsky.feed.generator/aaab4h4qk7ctm,popular_by_likecount,"Featured: Jess

🔗 Free Onlyfans: https://onlyfans.com/jessie_ca_xo/c304",1.26186,2,2,4.2775,0.782036,0.698702,0.865369
23,"🚨 breaking: trivy docker images are compromised. tags 0.69.4, 0.69.5, and 0.69.6 contain infostealer iocs. the latest images were pushed to docker hub without corresponding github releases. `latest` currently points to a malicious image. details: socket.dev/blog/trivy-d...",5,2,2,1.081761,0.5,0.228951,0.318415,2.0,2,1.0,0.5,0.5,23022,0.318415,0.22767,2,1,unauth,popular_by_likecount,at://did:plc:svsqyeqx3qdvygn2getltemf/app.bsky.feed.generator/aaab2crta6bsq,2026-03-23T04:20:00Z,2026-03-23T04:30:00Z,1,at://did:plc:mxdqvruhze7qxiessj6isga2/app.bsky.feed.post/3mhp2q7fqb22u,https://bsky.app/profile/did:plc:mxdqvruhze7qxiessj6isga2/post/3mhp2q7fqb22u,did:plc:mxdqvruhze7qxiessj6isga2,feross.bsky.social,2026-03-23T02:55:53.932Z,2026-03-23T02:55:55.656Z,2026-03-23T03:03:21Z,at://did:plc:svsqyeqx3qdvygn2getltemf/app.bsky.feed.generator/aaab2crta6bsq,popular_by_likecount,"🚨 Breaking: Trivy Docker images are compromised.

Tags 0.69.4, 0.69.5, and 0.69.6 contain infostealer IOCs. The latest images were pushed to Docker Hub without corresponding GitHub releases. `latest` currently points to a malicious image.

Details: socket.dev/blog/trivy-d...",1.081761,5,5,18.8724,1.101686,0.401686,1.568352
23,"🚨 breaking: trivy docker images are compromised. tags 0.69.4, 0.69.5, and 0.69.6 contain infostealer iocs. the latest images were pushed to docker hub without corresponding github releases. `latest` currently points to a malicious image. details: socket.dev/blog/trivy-d...",5,2,2,1.081761,0.5,0.228951,0.318415,2.0,2,1.0,0.5,0.5,23022,0.318415,0.22767,2,1,unauth,popular_by_likecount,at://did:plc:svsqyeqx3qdvygn2getltemf/app.bsky.feed.generator/aaab2crta6bsq,2026-03-23T04:20:00Z,2026-03-23T04:30:00Z,2,at://did:plc:n6f3j47vjucu5ijwdmow7n2w/app.bsky.feed.post/3mhorx6kkjk2g,https://bsky.app/profile/did:plc:n6f3j47vjucu5ijwdmow7n2w/post/3mhorx6kkjk2g,did:plc:n6f3j47vjucu5ijwdmow7n2w,socket.dev,2026-03-23T00:18:44.242Z,2026-03-23T00:18:46.453Z,2026-03-23T00:31:58Z,at://did:plc:svsqyeqx3qdvygn2getltemf/app.bsky.feed.generator/aaab2crta6bsq,popular_by_likecount,"🚨 Breaking: Trivy Docker images are compromised.

Tags 0.69.4, 0.69.5, and 0.69.6 contain infostealer IOCs. The latest images were pushed to Docker Hub without corresponding GitHub releases. `latest` currently points to a malicious image.

Details: socket.dev/blog/trivy-d...",0.0,0,5,13.1925,3.721044,3.021044,4.187711
24,#wwe video: liv morgan spotted with latest rumored wwe signing; 19-year veteran sends 1-word message,5,2,2,3.0794,0.170802,0.224315,0.584266,2.0,2,1.8,0.1,0.5,5683,0.584266,1.0,2,1,unauth,popular_by_likecount,at://did:plc:7vsqh4kkvzrkyoua46t53mzr/app.bsky.feed.generator/aaapzb2gkohnm,2026-03-20T13:00:00Z,2026-03-20T13:10:00Z,1,at://did:plc:us5p5a52diyrvl7ngxmhi2um/app.bsky.feed.post/3mhikgu7hjk2y,https://bsky.app/profile/did:plc:us5p5a52diyrvl7ngxmhi2um/post/3mhikgu7hjk2y,did:plc:us5p5a52diyrvl7ngxmhi2um,skwrestling.bsky.social,2026-03-20T12:48:21Z,2026-03-20T12:48:22.158Z,2026-03-20T12:51:36Z,at://did:plc:5kk6tru4mdazgfmgyflvz3k2/app.bsky.feed.generator/wrestlesky,popular_by_likecount,#WWE VIDEO: Liv Morgan Spotted With Latest Rumored WWE Signing; 19-Year Veteran Sends 1-Word Message,2.013732,5,5,14.8474,1.2275,0.360833,2.5275
24,#wwe video: liv morgan spotted with latest rumored wwe signing; 19-year veteran sends 1-word message,5,2,2,3.0794,0.170802,0.224315,0.584266,2.0,2,1.8,0.1,0.5,5683,0.584266,1.0,2,1,unauth,popular_by_likecount,at://did:plc:7vsqh4kkvzrkyoua46t53mzr/app.bsky.feed.generator/aaapzb2gkohnm,2026-03-20T13:00:00Z,2026-03-20T13:10:00Z,2,at://did:plc:m4gxoduktxjjwzjqylcgl622/app.bsky.feed.post/3mhikt2zjh22n,https://bsky.app/profile/did:plc:m4gxoduktxjjwzjqylcgl622/post/3mhikt2zjh22n,did:plc:m4gxoduktxjjwzjqylcgl622,sportsdesk.bsky.social,2026-03-20T12:55:11Z,2026-03-20T12:55:12.457Z,2026-03-20T13:04:54Z,at://did:plc:4qn4lufhonqovjxjdiwn6q5w/app.bsky.feed.generator/aaallg3p47yi2,longtail_random,#WWE VIDEO: Liv Morgan Spotted With Latest Rumored WWE Signing; 19-Year Veteran Sends 1-Word Message,1.065668,4,5,16.7757,1.113611,0.246944,2.413611
25,www.propublica.org/article/trum...,2,2,2,0.436209,0.5,0.224121,0.266472,2.0,2,1.0,0.5,0.5,5786,0.266472,0.218104,2,1,auth,longtail_random,at://did:plc:6ar2njsramxjgfljrvr5bjr4/app.bsky.feed.generator/aaalrxpvytgla,2026-03-20T13:20:00Z,2026-03-20T13:30:00Z,1,at://did:plc:4ioourtneod2rl6w2cihn5l7/app.bsky.feed.post/3mhild6nab224,https://bsky.app/profile/did:plc:4ioourtneod2rl6w2cihn5l7/post/3mhild6nab224,did:plc:4ioourtneod2rl6w2cihn5l7,wildflowersall.bsky.social,2026-03-20T13:04:12.365Z,2026-03-20T13:04:13.862Z,2026-03-20T13:10:22Z,at://did:plc:6ar2njsramxjgfljrvr5bjr4/app.bsky.feed.generator/aaalrxpvytgla,longtail_random,www.propublica.org/article/trum...,0.436209,2,2,9.5523,0.346565,0.263232,0.429899
25,www.propublica.org/article/trum...,2,2,2,0.436209,0.5,0.224121,0.266472,2.0,2,1.0,0.5,0.5,5786,0.266472,0.218104,2,1,auth,longtail_random,at://did:plc:6ar2njsramxjgfljrvr5bjr4/app.bsky.feed.generator/aaalrxpvytgla,2026-03-20T13:20:00Z,2026-03-20T13:30:00Z,2,at://did:plc:aeqdudind2rg45dv26lnvucq/app.bsky.feed.post/3mhijipp4j22p,https://bsky.app/profile/did:plc:aeqdudind2rg45dv26lnvucq/post/3mhijipp4j22p,did:plc:aeqdudind2rg45dv26lnvucq,chrisbing.bsky.social,2026-03-20T12:31:30.541Z,2026-03-20T12:31:32.156Z,2026-03-20T12:33:30Z,at://did:plc:6ar2njsramxjgfljrvr5bjr4/app.bsky.feed.generator/aaalrxpvytgla,longtail_random,www.propublica.org/article/trum...,0.0,0,2,1.9641,0.891516,0.808183,0.97485
