run_id,vantage_id,focus_post_uri,relation_to_focus,parent_post_uri,child_post_uri,captured_at_utc
bb6ab07acd364e78badbe336cc79c7c7,unauth,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3k6y544xn6w2f,descendant_chain,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3k6y544xn6w2f,at://did:plc:aowcgopwa7t2gkvoxkjfmiks/app.bsky.feed.post/3l36vqwfifx2g,2026-04-01T06:58:52Z
bb6ab07acd364e78badbe336cc79c7c7,unauth,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3k6y544xn6w2f,descendant_chain,at://did:plc:aowcgopwa7t2gkvoxkjfmiks/app.bsky.feed.post/3l36vqwfifx2g,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3l36x3miyon2f,2026-04-01T06:58:52Z
bb6ab07acd364e78badbe336cc79c7c7,unauth,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3k6y544xn6w2f,descendant_chain,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3l36x3miyon2f,at://did:plc:aowcgopwa7t2gkvoxkjfmiks/app.bsky.feed.post/3l36x5n52ef2i,2026-04-01T06:58:52Z
bb6ab07acd364e78badbe336cc79c7c7,unauth,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3k6y544xn6w2f,descendant_chain,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3k6y544xn6w2f,at://did:plc:7bpe7ni4y2psqssgj5cdhskp/app.bsky.feed.post/3ki7oblzacw2i,2026-04-01T06:58:52Z
bb6ab07acd364e78badbe336cc79c7c7,unauth,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3k6y544xn6w2f,descendant_chain,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3k6y544xn6w2f,at://did:plc:6h5ikid5y5efj34rvltdxpkr/app.bsky.feed.post/3kco2jmwks22r,2026-04-01T06:58:52Z
bb6ab07acd364e78badbe336cc79c7c7,unauth,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3k6y544xn6w2f,descendant_chain,at://did:plc:6h5ikid5y5efj34rvltdxpkr/app.bsky.feed.post/3kco2jmwks22r,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3kco35a6ep424,2026-04-01T06:58:52Z
bb6ab07acd364e78badbe336cc79c7c7,unauth,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3k6y544xn6w2f,descendant_chain,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3kco35a6ep424,at://did:plc:6h5ikid5y5efj34rvltdxpkr/app.bsky.feed.post/3kco37tucy327,2026-04-01T06:58:52Z
bb6ab07acd364e78badbe336cc79c7c7,unauth,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3k6y544xn6w2f,descendant_chain,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3k6y544xn6w2f,at://did:plc:4zy6tqcjkdj2j5vegu6ij67k/app.bsky.feed.post/3klprx5kls32o,2026-04-01T06:58:52Z
bb6ab07acd364e78badbe336cc79c7c7,unauth,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3k6y544xn6w2f,descendant_chain,at://did:plc:4zy6tqcjkdj2j5vegu6ij67k/app.bsky.feed.post/3klprx5kls32o,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3klps2h6x7h2m,2026-04-01T06:58:52Z
bb6ab07acd364e78badbe336cc79c7c7,unauth,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3k6y544xn6w2f,descendant_chain,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3klps2h6x7h2m,at://did:plc:4zy6tqcjkdj2j5vegu6ij67k/app.bsky.feed.post/3klpxxbtpl72i,2026-04-01T06:58:52Z
